"City","Country","Population","Latitude","Longitude"
"Mgachi","RU",1632,51.05,142.266667
"Mga","RU",9565,59.75,31.066667
"Mglin","RU",8369,53.059073,32.847533
"Miasskoye","RU",9524,55.2784,61.8905
"Miass","RU",156563,55.045,60.108333
"Miatli","RU",4424,43.081734,46.828597
"Michurinsk","RU",93500,52.8978,40.4907
"Mikhaylovka","RU",4344,54.7402,56.274
"Mikhaylovka","RU",7937,52.9589,103.2846
"Mikhaylovka","RU",59993,50.06,43.2379
"Mikhaylov","RU",12907,54.2298,39.0269
"Mikhaylovskaya","RU",8050,44.994722,40.596389
"Mikhaylovsk","RU",59198,45.128333,42.025556
"Mikhaylovsk","RU",10209,56.435833,59.12
"Mikhaylovskoye","RU",11467,51.823889,79.717222
"Mikhaylovskoye","RU",10479,43.099716,44.631637
"Mikun","RU",11503,62.199384,49.942766
"Milkovo","RU",8726,54.716667,158.616667
"Millerovo","RU",38528,48.922653,40.396732
"Miloslavskoye","RU",4693,53.581522,39.43992
"Milyutinskaya","RU",2743,48.627878,41.667885
"Mindyak","RU",2955,54.0231,58.7891
"Mineralnyye Vody","RU",76281,44.210278,43.135278
"Mingrelskaya","RU",5522,45.013817,38.340514
"Minusinsk","RU",72782,53.710278,91.6875
"Minyar","RU",10664,55.073333,57.555
"Mirnyy","RU",29341,61.332893,44.535982
"Mirnyy","RU",3508,58.493333,47.653889
"Mirnyy","RU",40309,62.535278,113.961111
"Mirnyy","RU",7393,53.50642,50.276575
"Mirnyy","RU",3171,54.366072,48.729388
"Mirskoy","RU",3095,45.5439,40.3998
"Mishelevka","RU",7529,52.8575,103.171944
"Misheronskiy","RU",3790,55.719271,39.738349
"Mishkino","RU",5808,53.9997,59.1064
"Mishkino","RU",8712,55.338889,63.9175
"Miskindzha","RU",3611,41.424022,47.846685
"Mitrofanovka","RU",5643,49.970833,39.693889
"Mizur","RU",2934,42.853763,44.063929
"Mnogovershinnyy","RU",2719,53.935278,139.924167
"Mochalishche","RU",2225,56.3306,48.3547
"Mochishche","RU",3314,55.1435,82.8461
"Mogocha","RU",12648,53.733333,119.766667
"Mogochin","RU",3191,57.710278,83.576667
"Mogoytuy","RU",8420,51.283333,114.916667
"Mogzon","RU",4262,51.7281,111.9619
"Mokhsogollokh","RU",6947,61.468056,128.920278
"Mokrous","RU",6738,51.2373,47.5137
"Mokrousovo","RU",4851,55.810278,66.765278
"Mokshan","RU",11652,53.436498,44.613217
"Molchanovo","RU",6109,57.581667,83.769167
"Molochnoye","RU",8421,59.291657,39.678681
"Molochnyy","RU",5308,68.853892,33.020463
"Molokovo","RU",2490,58.166111,36.762778
"Monastyrishche","RU",4192,44.193056,132.497222
"Monastyrshchina","RU",4501,54.34961,31.837951
"Monchegorsk","RU",49869,67.939722,32.873889
"Monetnyy","RU",5540,57.0472,60.8794
"Monino","RU",19852,55.842439,38.193615
"Mordovo","RU",7112,52.0834,40.77
"Morgaushi","RU",2922,55.9643,46.7743
"Morki","RU",9568,56.430278,48.994722
"Morozovsk","RU",29290,48.355021,41.826269
"Morshansk","RU",43312,53.44354,41.81065
"Mortka","RU",3698,59.332222,66.021389
"Moryakovskiy Zaton","RU",4745,56.695556,84.646667
"Mosalsk","RU",4320,54.488056,34.981667
"Moscow","RU",10381288,55.752222,37.615556
"Moshenskoye","RU",2697,58.510163,34.591083
"Moshkovo","RU",10541,55.3053,83.6104
"Moskovskiy","RU",15435,55.599106,37.354948
"Moskovskiy","RU",3450,57.111079,65.422978
"Moskovskoye","RU",5482,45.2842,41.9103
"Mosta","RU",622,56.530118,42.163202
"Mostovskoy","RU",25188,44.412222,40.793611
"Motygino","RU",6625,58.183056,94.759167
"Mozdok","RU",43779,43.743593,44.651769
"Mozhaysk","RU",31557,55.501944,36.027222
"Mozhga","RU",47271,56.374511,52.255426
"Mrakovo","RU",8394,52.716111,56.624444
"Mstera","RU",5470,56.378889,41.92
"Mtsensk","RU",47610,53.276567,36.573337
"Muchkapskiy","RU",7814,51.851334,42.471747
"Mudyuga","RU",938,63.783161,39.237572
"Mugi","RU",3377,42.299444,47.42077
"Mugreyevskiy","RU",917,56.600994,42.349586
"Mugur-Aksy","RU",4012,50.35,90.5
"Mukhanovo","RU",652,56.5,38.316667
"Mukhen","RU",4617,48.1,136.1
"Mukhtolovo","RU",5615,55.467507,43.199734
"Mulda","RU",174,67.5,63.85
"Mulino","RU",11513,56.289227,42.920053
"Mullovka","RU",6383,54.2,49.4
"Mundybash","RU",5870,53.211,87.2983
"Murashi","RU",7190,59.3536,48.9776
"Muravlenko","RU",39137,63.783333,73.5
"Murino","RU",4977,60.049441,30.445874
"Murmansk","RU",319266,68.979174,33.092514
"Murmashi","RU",15416,68.815424,32.811469
"Murmino","RU",3506,54.6043,40.0549
"Murom","RU",126932,55.575,42.0426
"Muromtsevo","RU",11147,56.372382,75.241749
"Mursalimkino","RU",2527,55.0379,58.5585
"Murygino","RU",7996,58.738307,49.458221
"Muslyumovo","RU",7406,55.038056,53.159444
"Mutsalaul","RU",6219,43.275475,46.730775
"Muyezerskiy","RU",3901,63.933333,31.65
"Muzhi","RU",3209,65.366667,64.666667
"Myatlevo","RU",1969,54.89693,35.676192
"Myaundzha","RU",1977,63.049444,147.185833
"Myshkin","RU",6061,57.789727,38.454476
"Myskhako","RU",5743,44.659167,37.766111
"Myski","RU",44082,53.709,87.8014
"Mys Shmidta","RU",657,68.933333,-179.5
"Mytishchi","RU",160545,55.91163,37.730757
"Myurego","RU",4548,42.410868,47.693038
"Nachalovo","RU",4808,46.338004,48.201282
"Nadezhda","RU",8426,44.1,44.6
"Nadterechnoye","RU",7877,43.622714,45.339688
"Nadvoitsy","RU",10780,63.866667,34.316667
"Nadym","RU",46339,65.533333,72.516667
"Nagornskiy","RU",560,58.772011,57.544132
"Nagornyy","RU",6308,52.7959,83.5498
"Nagornyy","RU",147,55.966667,124.95
"Nagorsk","RU",4982,59.317222,50.807778
"Nagutskoye","RU",3146,44.4415,42.8762
"Nakhabino","RU",27985,55.848538,37.177885
"Nakhodka","RU",146922,42.833333,132.894722
"Nalchik","RU",282916,43.498056,43.618889
"Nalobikha","RU",4451,53.200556,84.603889
"Namtsy","RU",7980,62.716111,129.665833
"Narimanov","RU",11907,46.6927,47.8498
"Naro-Fominsk","RU",72633,55.387518,36.733074
"Narovchat","RU",4340,53.876537,43.694577
"Nartan","RU",12694,43.510833,43.699444
"Naryan-Mar","RU",18041,67.641793,53.043071
"Naryshkino","RU",9600,52.967775,35.726774
"Natalinsk","RU",2060,56.473897,57.869782
"Natyrbovo","RU",3377,44.73,40.626389
"Nauchnyy Gorodok","RU",2687,53.4203,83.521
"Naurskaya","RU",8550,43.650746,45.311725
"Naushki","RU",3510,50.382778,106.105556
"Navashino","RU",17552,55.5441,42.1968
"Navlya","RU",13735,52.825438,34.499604
"Navoloki","RU",10951,57.465719,41.963443
"Nazarovo","RU",55253,56.0104,90.4011
"Naziya","RU",5726,59.8,31.383333
"Nazran","RU",164142,43.225967,44.773231
"Nebolchi","RU",2198,59.12393,33.345372
"Nebug","RU",3698,44.1717,39.0026
"Neftegorsk","RU",4785,44.3658,39.7078
"Neftegorsk","RU",19542,52.802,51.166
"Neftekamsk","RU",126807,56.091991,54.270319
"Neftekumsk","RU",28464,44.666667,44.916667
"Nefteyugansk","RU",112634,61.083333,72.7
"Nekhayevskiy","RU",4714,50.4106,41.7561
"Neklyudovo","RU",9052,56.414213,43.977208
"Nekrasovka","RU",9159,48.3525,135.2325
"Nekrasovka","RU",7994,55.693277,37.911483
"Nekrasovskaya","RU",4814,45.144681,39.748678
"Nekrasovskiy","RU",9613,56.066667,37.5
"Nekrasovskoye","RU",6353,57.676635,40.365673
"Nelidovo","RU",25349,56.221072,32.777378
"Nelkan","RU",135,64.25,142.966667
"Nema","RU",3797,57.506751,50.501147
"Neman","RU",12507,55.031111,22.026389
"Nemchinovka","RU",4938,55.722885,37.36086
"Nerchinskiy Zavod","RU",3012,51.3088,119.61
"Nerchinsk","RU",15361,51.983333,116.583333
"Nerekhta","RU",25353,57.458811,40.574708
"Nerl","RU",2292,56.662849,40.389306
"Neryungri","RU",66325,56.6709,124.6491
"Nesterov","RU",5072,54.630556,22.571389
"Nesterovskaya","RU",19186,43.238611,45.050278
"Nevel","RU",17833,56.020945,29.928445
"Nevelsk","RU",17639,46.673333,141.863333
"Neverkino","RU",5105,52.785409,46.741736
"Never","RU",2344,53.983333,124.166667
"Nevinnomyssk","RU",134347,44.6333,41.9444
"Nevyansk","RU",25822,57.4953,60.2112
"Neya","RU",11145,58.297188,43.86808
"Neyvo-Rudyanka","RU",2895,57.3444,60.1343
"Neyvo-Shaytanskiy","RU",2602,57.728604,61.249558
"Nezhinka","RU",5100,51.7676,55.3694
"Nezhinskiy","RU",3991,43.928333,42.685556
"Nezlobnaya","RU",18412,44.118056,43.402778
"Nikel","RU",15596,69.412848,30.221977
"Nikitinskiy","RU",2419,54.5845,86.0115
"Nikolayevka","RU",5081,54.1451,45.1444
"Nikolayevka","RU",4051,43.084722,133.204444
"Nikolayevka","RU",5220,47.303845,38.840169
"Nikolayevka","RU",27597,44.089167,43.083056
"Nikolayevka","RU",6419,53.125699,47.2041
"Nikolayevka","RU",7410,48.554722,134.785556
"Nikolayevskaya","RU",3613,47.613912,41.502298
"Nikolayevsk-na-Amure","RU",27152,53.140556,140.73
"Nikologory","RU",6244,56.141298,41.992185
"Nikolo-Pavlovskoye","RU",4721,57.783056,60.057778
"Nikolskiy","RU",2916,60.918533,34.06427
"Nikolsk","RU",23542,53.718862,46.071182
"Nikolsk","RU",8656,59.535315,45.457434
"Nikolsko-Arkhangelskiy","RU",18483,55.737222,37.973611
"Nikolskoye-na-Cheremshane","RU",1967,54.05,49.233333
"Nikolskoye","RU",5281,47.7624,46.4067
"Nikolskoye","RU",4891,57.808308,41.103323
"Nikolskoye","RU",17404,59.509167,34.968056
"Nikolskoye","RU",5309,51.4652,38.8296
"Nikolskoye","RU",763,55.193889,165.9925
"Niny","RU",4894,44.487778,43.948889
"Nizhneangarsk","RU",5493,55.783333,109.55
"Nizhnedevitsk","RU",6320,51.5419,38.3657
"Nizhneivkino","RU",2234,58.19398,49.521369
"Nizhnekamsk","RU",234301,55.636571,51.824474
"Nizhneshilovka","RU",5090,43.47362,40.000101
"Nizhnetroitskiy","RU",3784,54.338515,53.68329
"Nizhneudinsk","RU",38724,54.9076,99.0276
"Nizhnevartovsk","RU",244940,60.9344,76.5531
"Nizhneyansk","RU",678,71.433333,136.066667
"Nizhneye Kazanishche","RU",11765,42.763691,47.160269
"Nizhniy Baskunchak","RU",3153,48.219776,46.831053
"Nizhniy Bestyakh","RU",3218,61.959444,129.908611
"Nizhniy Cherek","RU",3098,43.513056,43.913889
"Nizhniy Chir","RU",4765,48.359732,43.0865
"Nizhniy Dzhengutay","RU",7450,42.700077,47.244882
"Nizhniye Achaluki","RU",5248,43.402798,44.759079
"Nizhniye Sergi","RU",12077,56.661389,59.303333
"Nizhniye Vyazovyye","RU",8290,55.798772,48.52476
"Nizhniy Ingash","RU",8458,56.2003,96.5373
"Nizhniy Kislyay","RU",4394,50.8497,40.1719
"Nizhniy Kuranakh","RU",6798,58.835278,125.486944
"Nizhniy Kurkuzhin","RU",3674,43.748333,43.349722
"Nizhniy Lomov","RU",23836,53.530412,43.676635
"Nizhniy Mamon","RU",3914,50.1937,40.5083
"Nizhniy Novgorod","RU",1284176,56.326944,44.0075
"Nizhniy Odes","RU",11165,63.644511,54.855981
"Nizhniy Tagil-39","RU",9508,58.039722,60.396111
"Nizhniy Tagil","RU",381121,57.919444,59.965
"Nizhniy Tsasuchey","RU",3278,50.516667,115.133333
"Nizhniy Ufaley","RU",2818,55.915278,59.984167
"Nizhnyaya Maktama","RU",10600,54.863564,52.428096
"Nizhnyaya Omka","RU",5246,55.433755,74.942563
"Nizhnyaya Pavlovka","RU",3691,51.713238,54.801463
"Nizhnyaya Poyma","RU",9560,56.1643,97.2065
"Nizhnyaya Salda","RU",17473,58.077557,60.720204
"Nizhnyaya Tavda","RU",6711,57.673056,66.1725
"Nizhnyaya Tura","RU",23835,58.6293,59.8118
"Noginsk","RU",115981,55.866466,38.443799
"Nogir","RU",11469,43.08162,44.636497
"Nogliki","RU",10098,51.833333,143.166667
"Nolinsk","RU",10282,57.559619,49.936294
"Norilsk","RU",127504,69.3535,88.2027
"Novaya Bryan","RU",4860,51.7159,108.2691
"Novaya Chigla","RU",2978,51.223333,40.478056
"Novaya Igirma","RU",10681,57.1334,103.9112
"Novaya Ladoga","RU",9680,60.102457,32.30191
"Novaya Lyada","RU",4851,52.713089,41.638717
"Novaya Lyalya","RU",14246,59.05503,60.598989
"Novaya Maka","RU",4545,41.771729,48.361489
"Novaya Malykla","RU",3292,54.2,49.95
"Novaya Mayna","RU",6448,54.15,49.75
"Novaya Tavolzhanka","RU",5053,50.351234,36.8298
"Novaya Usman","RU",22165,51.641766,39.408628
"Novaya Zaimka","RU",4202,56.485715,66.924125
"Novichikha","RU",4460,52.204,81.3877
"Novikovo","RU",803,46.288333,143.393889
"Novki","RU",1639,56.363864,41.086548
"Novoagansk","RU",9907,61.9449,76.6625
"Novoaleksandrovsk","RU",27610,45.494802,41.220753
"Novoalekseyevskaya","RU",3578,44.818889,40.933889
"Novoaltaysk","RU",61051,53.3917,83.9363
"Novoanninskiy","RU",19231,50.5287,42.6747
"Novoasbest","RU",2394,57.742254,60.28773
"Novobataysk","RU",5097,46.898056,39.781944
"Novobelokatay","RU",5923,55.7062,58.9549
"Novobessergenevka","RU",3445,47.18465,38.846252
"Novobeysugskaya","RU",3601,45.47195,39.88614
"Novobirilyussy","RU",4274,56.9526,90.6807
"Novobiryusinskiy","RU",4855,56.9578,97.7076
"Novoblagodarnoye","RU",3146,44.143333,42.875
"Novobureyskiy","RU",8550,49.798,129.8774
"Novocheboksarsk","RU",128470,56.110947,47.47755
"Novocheremshansk","RU",3294,54.357141,50.166624
"Novocherkassk","RU",166976,47.420175,40.091325
"Novochernorechenskiy","RU",3722,56.2652,91.0892
"Novoderevyankovskaya","RU",6712,46.323116,38.747239
"Novodmitriyevskaya","RU",5230,44.834722,38.877222
"Novodugino","RU",3894,55.630525,34.284233
"Novodzherelievskaya","RU",5365,45.773733,38.672267
"Novogagatli","RU",4619,43.456769,46.481753
"Novogornyy","RU",8132,55.63,60.7919
"Novogurovskiy","RU",3702,54.467817,37.337093
"Novoilinskiy","RU",3660,57.895057,55.476228
"Novoilinsk","RU",5045,51.6829,108.7143
"Novokayakent","RU",5991,42.393683,47.986078
"Novokizhinginsk","RU",2214,51.6115,109.5917
"Novokorsunskaya","RU",5133,45.640804,39.146412
"Novokruchininskiy","RU",9391,51.783602,113.775912
"Novokubansk","RU",36402,45.117,41.0267
"Novokuznetsk","RU",539622,53.7557,87.1099
"Novolabinskaya","RU",3733,45.109557,39.893993
"Novolakskoye","RU",4463,43.119519,46.48281
"Novoleushkovskaya","RU",6853,45.9956,39.9921
"Novolugovoye","RU",3308,54.9792,83.1138
"Novolvovsk","RU",1973,53.922376,38.790768
"Novomalorossiyskaya","RU",5867,45.63483,39.894809
"Novomichurinsk","RU",20821,54.0384,39.7479
"Novomikhaylovskiy","RU",930,53.9,54.133333
"Novomikhaylovskiy","RU",10370,44.2626,38.8585
"Novominskaya","RU",12049,46.3163,38.9586
"Novomoskovsk","RU",130984,54.0105,38.2846
"Novomyshastovskaya","RU",9916,45.199086,38.582722
"Novonikolayevskaya","RU",3753,45.586388,38.37494
"Novonikolayevskiy","RU",10251,50.9738,42.3649
"Novonikolsk","RU",4066,43.85,131.866667
"Novonukutskiy","RU",3121,53.7002,102.7117
"Novoomskiy","RU",4467,54.84152,73.301739
"Novoorsk","RU",11212,51.3621,59.0323
"Novopavlovka","RU",4102,51.2022,109.2194
"Novopavlovsk","RU",24409,43.962222,43.634167
"Novopetrovskoye","RU",5184,55.992778,36.471944
"Novopistsovo","RU",3064,57.321768,41.853095
"Novoplatnirovskaya","RU",3988,46.1065,39.4191
"Novopodrezkovo","RU",10271,55.939722,37.344167
"Novopokrovka","RU",3946,45.853056,134.508889
"Novopokrovka","RU",2167,52.1331,40.8783
"Novopokrovskaya","RU",19342,45.951389,40.700556
"Novoraychikhinsk","RU",2835,49.7798,129.594
"Novorossiysk","RU",241860,44.724386,37.767524
"Novorozhdestvenskaya","RU",6780,45.860568,39.949679
"Novorudnyy","RU",1930,51.5026,58.1873
"Novorzhev","RU",3988,57.029416,29.333776
"Novoseleznëvo","RU",3377,55.682073,69.205619
"Novoselitskoye","RU",8723,44.750833,43.436944
"Novosemeykino","RU",9646,53.370563,50.354278
"Novosergiyevka","RU",13188,52.0934,53.6528
"Novoshakhtinsk","RU",99480,47.760366,39.933351
"Novoshcherbinovskaya","RU",6415,46.476686,38.647569
"Novosheshminsk","RU",4585,55.065129,51.233756
"Novosibirsk","RU",1419016,55.0415,82.9346
"Novosilikatnyy","RU",15241,53.309722,83.623889
"Novosil","RU",3989,52.973872,37.040481
"Novosineglazovskiy","RU",14620,55.0401,61.3792
"Novosmolinskiy","RU",5128,56.284096,43.050713
"Novosokolniki","RU",9559,56.346345,30.157781
"Novospasskoye","RU",10941,53.146833,47.751381
"Novosysoyevka","RU",4903,44.235,133.364167
"Novotalitsy","RU",8543,57.009373,40.850897
"Novotitarovskaya","RU",22630,45.237565,38.98059
"Novotroitskaya","RU",7910,45.326667,41.525278
"Novotroitsk","RU",106187,51.203012,58.326653
"Novougolnyy","RU",7072,53.986,38.294695
"Novoukrainskiy","RU",3572,44.894198,38.048857
"Novoukrainskoye","RU",5928,45.378333,40.529722
"Novoulyanovsk","RU",17722,54.149609,48.38907
"Novouralsk","RU",93849,57.243889,60.083889
"Novoutkinsk","RU",5507,56.992947,59.557135
"Novouzensk","RU",16932,50.459167,48.143056
"Novovarshavka","RU",6487,54.1721,74.6946
"Novovelichkovskaya","RU",8774,45.277814,38.843642
"Novovilvenskiy","RU",411,58.383333,58.333333
"Novovoronezh","RU",37392,51.307193,39.217316
"Novovyazniki","RU",5611,56.197498,42.171112
"Novoye Atlashevo","RU",3515,56.012346,47.556151
"Novoye Devyatkino","RU",8802,60.072692,30.478374
"Novoyegoryevskoye","RU",6168,51.7611,80.8997
"Novoye Leushino","RU",1565,56.807324,40.514434
"Novozavedennoye","RU",5336,44.262778,43.638056
"Novozavidovskiy","RU",7641,56.55,36.433333
"Novozybkov","RU",42572,52.5396,31.9275
"Novyy Buyan","RU",3508,53.686107,50.046905
"Novyy Chirkey","RU",7556,42.966111,46.899444
"Novyye Atagi","RU",8760,43.135278,45.773056
"Novyye Burasy","RU",6469,52.132361,46.071442
"Novyye Gorki","RU",2877,56.725354,41.060145
"Novyye Lapsary","RU",7582,56.0685,47.2142
"Novyye Lyady","RU",9050,58.053567,56.603887
"Novyy Karachay","RU",2172,43.820756,41.903218
"Novyy Khushet","RU",7912,42.899415,47.560403
"Novyy Kostek","RU",4000,43.335302,46.824664
"Novyy Nekouz","RU",3629,57.902861,38.070037
"Novyy Oskol","RU",21035,50.763302,37.86402
"Novyy Redant","RU",4990,43.470136,44.806064
"Novyy Rogachik","RU",7575,48.676853,44.060805
"Novyy Sulak","RU",5454,43.212391,46.814258
"Novyy Urengoy","RU",94214,66.083333,76.633333
"Novyy Urgal","RU",7061,51.073611,132.564167
"Novyy Yegorlyk","RU",3739,46.392701,41.871621
"Noyabrsk","RU",98278,63.166667,75.616667
"Noybëra","RU",6821,43.267631,46.279908
"Nozhay-Yurt","RU",5073,43.092901,46.378682
"Nuradilovo","RU",3371,43.284471,46.45763
"Nurlat","RU",34452,54.427665,50.805109
"Nurma","RU",3256,59.55,31.016667
"Nyagan","RU",52138,62.140556,65.393611
"Nyandoma","RU",22179,61.669031,40.199068
"Nyazepetrovsk","RU",12717,56.053056,59.602778
"Nyrob","RU",7314,60.733001,56.720244
"Nytva","RU",20526,57.940419,55.333973
"Nyuksenitsa","RU",4322,60.411593,44.233087
"Nyurba","RU",9972,63.284167,118.331944
"Obilnoye","RU",6739,44.244444,43.558056
"Oblivskaya","RU",9528,48.53616,42.501381
"Obluche","RU",10777,49,131.083333
"Obninsk","RU",107394,55.096806,36.610064
"Ob","RU",24239,54.9872,82.7166
"Oboyan","RU",14434,51.209814,36.279194
"Obsharovka","RU",5668,53.125,48.853056
"Ochër","RU",15396,57.890347,54.720195
"Odesskoye","RU",6025,54.2111,72.9651
"Odintsovo","RU",137043,55.677976,37.277734
"Odoyev","RU",6386,53.939333,36.686388
"Ogodzha","RU",465,52.75,132.55
"Okhansk","RU",7920,57.718547,55.387717
"Okha","RU",26560,53.573889,142.947778
"Okhotsk","RU",5570,59.383333,143.3
"Okoneshnikovo","RU",5501,54.837668,75.083429
"Oksovskiy","RU",2123,62.606234,39.898447
"Oktyabrskaya","RU",11608,46.278,39.8151
"Oktyabrskiy","RU",9697,61.09146,43.167665
"Oktyabrskiy","RU",109498,54.48147,53.471031
"Oktyabrskiy","RU",6988,50.445212,36.36066
"Oktyabrskiy","RU",10198,54.9891,61.4743
"Oktyabrskiy","RU",5713,56.0573,99.376
"Oktyabrskiy","RU",1228,57.134034,40.325247
"Oktyabrskiy","RU",6333,49.057975,140.248999
"Oktyabrskiy","RU",1924,59.443512,48.905124
"Oktyabrskiy","RU",627,67.566667,64.133333
"Oktyabrskiy","RU",6110,57.44,97.518889
"Oktyabrskiy","RU",10051,55.608062,37.977385
"Oktyabrskiy","RU",7230,56.28423,44.189964
"Oktyabrskiy","RU",4813,53.790399,39.476614
"Oktyabrskiy","RU",116,57.034983,60.735393
"Oktyabrskiy","RU",3263,53.6355,38.2002
"Oktyabrskiy","RU",6679,54.340676,48.705314
"Oktyabrskiy","RU",2052,56.072058,42.122715
"Oktyabrskiy","RU",4497,47.970443,43.641577
"Oktyabrskiy","RU",9790,56.509909,57.204514
"Oktyabrskiy","RU",2201,52.663611,156.238611
"Oktyabrskiy","RU",2112,50.071,118.2306
"Oktyabrsk","RU",24726,53.167222,48.700556
"Oktyabrskoye","RU",7507,54.4123,62.7354
"Oktyabrskoye","RU",3933,62.458333,66.034167
"Oktyabrskoye","RU",7600,52.333333,55.5
"Oktyabrskoye","RU",10763,43.064512,44.74171
"Oktyabrskoye","RU",3533,45.623333,42.831667
"Okulovka","RU",13852,58.400833,33.290833
"Ola","RU",6347,59.583333,151.283333
"Olenegorsk","RU",23670,68.140359,33.273705
"Olenino","RU",5079,56.209167,33.488882
"Olga","RU",4347,43.744444,135.289167
"Olginskaya","RU",4441,45.9461,38.548639
"Olginskaya","RU",5255,47.187939,39.94925
"Olginskoye","RU",3182,43.158889,44.688333
"Olkhovatka","RU",4363,50.28308,39.28715
"Olkhovka","RU",5314,49.857943,44.562052
"Olonets","RU",10006,60.984746,32.969759
"Olovyannaya","RU",8247,50.95,115.566667
"Olymskiy","RU",3128,51.6798,38.1758
"Omsk","RU",1129289,55,73.4
"Omsukchan","RU",4201,62.533333,155.8
"Omutinskoye","RU",9595,56.474532,67.670868
"Omutninsk","RU",25364,58.670008,52.193195
"Onega","RU",22693,63.906067,38.140348
"Onguday","RU",5406,50.75,86.15
"Onokhino","RU",3012,56.92501,65.539398
"Onokhoy","RU",10478,51.932,108.0747
"Opalikha","RU",5081,55.825932,37.252782
"Oparino","RU",4986,59.851786,48.278256
"Opochka","RU",13548,56.710477,28.661738
"Oranzherei","RU",4367,45.847559,47.566347
"Orda","RU",5270,57.195086,56.909078
"Ordynskoye","RU",10314,54.3656,81.8994
"Ordzhonikidzevskaya","RU",71841,43.319502,45.049109
"Ordzhonikidzevskiy","RU",3246,43.842331,41.896362
"Orekhovo-Zuevo","RU",120001,55.806722,38.961782
